college_name,rating,location,courses_offered,tution_fee,exams_accepted,highest_package
"Jain College of Engineering - JCE ,Belgaum",4.2,KARNATAKA,B.Tech / B.E.,"₹3,55,500",-,
"College of Food Technology, Imphal",4.2,MANIPUR,B.Tech / B.E.,"₹2,00,000",-,
"College of Food Technology,Latur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,66,000",-,
"College of Food Technology,Mahad ,Raigad",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,88,000",-,
"College of Food Technology,Murbad ,Thane",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,32,000",-,
"College of Food Technology,Naigaon ,Nanded",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,80,000",-,
"College of Food Technology, Vaibhavwadi ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,46,000",-,
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,06,000",-,
"Universal College of Engineering and Technology (UCET) ,Gandhinagar",4.2,GUJARAT,B.Tech / B.E.,"₹1,84,000",-,
"College of Technology and Engineering ,Udaipur",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,10
"CSI Wesley Institute of Technology and Sciences ,Secunderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,40,000",-,
"CSM Group of Instituttions ,Allahabad",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"CT Institute of Technology ,Jalandhar",4.2,PUNJAB,B.Tech / B.E.,"₹2,25,000",-,
"D.Y. Patil College of Engineering, Akurdi ,Akurdi, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,98,000",-,
"D Y Patil College of Engineering and Technology ,Kolhapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,85,000",-,7
"Sree Ernakulathappan college of engineering and Management ,Kerala - Other",4.2,KERALA,B.Tech / B.E.,"₹1,00,000",-,
"Girijananda Chowdhury Institute of Management and Technology, Guwahati",4.2,ASSAM,B.Tech / B.E.,"₹4,36,500",-,
"Dadi Institute of Engineering and Technology ,Visakhapatnam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Dairy Science College, Bangalore ,Hebbal",4.2,KARNATAKA,B.Tech / B.E.,"₹1,10,000",-,
"Damisetty Bala Suresh Institute of Technology ,Andhra Pradesh - Other",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Daripally Anantha Ramulu College of Engineering and Technology ,Khammam",4.2,TELANGANA,B.Tech / B.E.,"₹1,68,000",-,
"Dattakala Institute ,Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,00,000",-,9
"Deccan College of Engineering and Technology ,Nampalli, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹2,43,500",-,
"Sree Chaitanya Institute of Technological Sciences (SCITS) ,Karimnagar",4.2,TELANGANA,B.Tech / B.E.,"₹2,06,000",-,
"Girijabai Sail Institute of Technology ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹3,37,500",-,
Dev Bhoomi Group of Institutions (DBGI Saharanpur),4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Devang Patel Institute of Advance Technology and Research, Charotar University of Science and Technology ,Anand",4.2,GUJARAT,B.Tech / B.E.,"₹3,92,000",-,
"Devender Singh Institute of Technology and Management,Ghaziabad",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Dhaanish Ahmed Institute Of Technology ,Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Dhanalakshmi Srinivasan College Of Engineering And Technology - DSCET ,East Coast Road, Chennai",4.2,TAMIL NADU,B.Tech / B.E.,"₹1,81,500",-,
"Dharmchakra Vihar Antarrashtriya Mool Baudh Shiksha Sansthan ,Varanasi",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
"SR Engineering College ,Warangal",4.2,TELANGANA,B.Tech / B.E.,"₹3,52,500",-,
"Smt. Radhikatai Pandav College of Engineering (SRPCE) ,Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,12,000",-,
"Focus Institute of Science and Technology ,Thrissur",4.2,KERALA,B.Tech / B.E.,"₹3,40,000",-,
"G.D. College of Food Technology ,Solapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,60,000",-,
"G H Raisoni College of Engineering and Management, Ahmednagar",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,22,500",-,
"G H Raisoni Institute of Business Management, Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,28,000",-,12
"G H Raisoni Institute of Engineering and Technology, Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,50,000",-,18
"G.Narayanamma Institute of Technology and Science ,Towlchowki, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹4,88,000",-,
"Thamirabharani Engineering College ,Tirunelveli",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Gyan Ganga College of Technology (GGCT) ,Jabalpur",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,40,000",-,
"Gargi Memorial Institute of Technology ,Baruipur, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,27,000",-,9
"Gayatri Institute of Engineering and Technology ,Ganjam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Geethanjali Institute of Science And Technology, Kovur ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,52,000",-,
"Genesis Institute of Technology ,Kolhapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹1,98,000",-,
"Gharda Institute of Technology ,Ratnagiri",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,36,000",-,
"GIET College of Engineering ,East Godavari",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,10
"Tejaa Shakthi Institute of Technology for Women ,Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Gvvr Institute Of Technology, Bhimavaram",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,63,000",-,
"Girijabai Sail Institute of Technology ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹3,37,500",-,
"Girijananda Chowdhury Institute of Management and Technology, Guwahati",4.2,ASSAM,B.Tech / B.E.,"₹4,36,500",-,
"Girijananda Chowdhury Institute of Management and Technology, Tezpur",4.2,ASSAM,B.Tech / B.E.,Get Fee Details,-,
"GITAM School of Technology, Bengaluru ,Doddaballapur Rd., Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹9,77,000",-,14
"Dr. Ulhas Patil College of Food Technology ,Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,60,000",-,
"Dr. V.R. Godhania College Of Engineering and Technology ,Porbandar",4.2,GUJARAT,B.Tech / B.E.,"₹1,80,000",-,
"Technocrats Institute of Technology and Science ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,40,000",-,
"Guru Nanak Institute of Engineering and Technology ,Nagpur",4.2,PUNJAB,B.Tech / B.E.,"₹3,01,000",-,
"Dream Institute Of Technology ,Thakurpukur, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,70,000",-,
"DRIEMS Group of Institutions ,Cuttack",4.2,ODISHA,B.Tech / B.E.,"₹5,01,500",-,6
"DRK Institute Science and Technology ,Bowenpally, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹2,13,000",-,
"Drs. Kiran and Pallavi Patel Global University ,Vadodara",4.2,GUJARAT,B.Tech / B.E.,"₹4,48,000",-,
"DSIT - Dhanalakshmi Srinivasan Institute of Technology ,Tiruchirappalli",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Dumka Engineering College,4.2,JHARKHAND,B.Tech / B.E.,"₹2,37,000",-,
"Techno International Batanagar ,Maheshtala, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹5,50,000",-,
"GNDEC - Guru Nanak Dev Engineering College ,Bidar",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,20
"Elizabeth College of Engineering and Technology ,Tamil Nadu - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,24
"Eluru College of Engineering and Technology (ECET, Eluru) ,West Godavari",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Engineering College, Dholpur ,Bharatpur",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,30
"Engineering College Nowgong ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,00,000",-,
"Eshan Group of Institutions ,Mathura",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,18,500",-,
"Eswar College of Engineering ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Techno India,Balurghat ,West Bengal - Other",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,32,000",-,
"Swami Sarvanand Group of Institutes ,Gurdaspur",4.2,PUNJAB,B.Tech / B.E.,"₹2,40,000",-,
"DMV Mandals College of Agriculture and Bio-Technology ,Aurangabad",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,6
"Dnyanshree Institute of Engineering and Technology ,Satara",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,52,000",-,
"Don Bosco Institute Of Technology And Science(Dbits), 5Th Mile, Pulladigunta, (Vil)Vatticherukuru Pin-522 017 (Cc-Gk)",4.2,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Dr. A. D. Shinde College of Engineering ,Kolhapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,72,000",-,
"Dr. A. P. J Abdul Kalam Institute of Technology ,Uttarakhand - Other",4.2,UTTARAKHAND,B.Tech / B.E.,"₹2,29,000",-,
"Dr. B.R. Ambedkar Institute of Technology ,Port Blair",4.2,ANDAMAN NICOBAR,B.Tech / B.E.,"₹42,000",-,
"Sri Vaishnavi College of Engineering ,Srikakulam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Government College Of Engineering, Bodinayakkanur ,Theni",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Dr. D.Y. Patil School Of Engineering ,Talegaon Dabhade, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,28,000",-,14
"Dr. Daulatrao Aher College of Engineering - Dr. Ashok Gujar Technical Institute ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,76,000",-,
"Dr. K.V. Subba Reddy Institute of Technology (KVSRIT) ,Kurnool",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Dr. Lankapalli Bullayya College ,Visakhapatnam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Dr M C Saxena Institute Of Engineering And Management, Lucknow",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Dr. M.V. Shetty Institute of Technology ,Mangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,90,000",-,
"Sri Sri Institute of Technology & Management ,Uttar Pradesh - Other",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Government College of Engineering and Technology, Safapora Ganderbal ,Bandipora",4.2,JAMMU & KASHMIR,B.Tech / B.E.,"₹1,05,000",-,
"Dr. Rizvi College of Engineering ,Uttar Pradesh - Other",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,04,500",-,
"Dr. Sau. Kamaltai Gawai Institute of Engineering and Technology ,Amravati",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,52,000",-,
"Dr. Sudhir Chandra Sur Institute of Technology and Sports Complex ,Dum Dum, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹4,01,000",-,
"Dr. Ulhas Patil College of Agricultural Engineering and Technology ,Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,20,000",-,
"Global College of Engineering and Technology ,Ropar",4.2,PUNJAB,B.Tech / B.E.,"₹3,18,000",-,23
"Global Institute of Engineering and Science, Barwani ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,48,000",-,
"TKM School of Architecture,Kollam",4.2,KERALA,B.Tech / B.E.,"₹4,50,000",-,
"Heera Lal Yadav Institute of Technology and Management ,Lucknow",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"GNA University ,Phagwara",4.2,PUNJAB,B.Tech / B.E.,"₹6,07,000",-,
"Gnyana Saraswati College of Engineering and Technology ,Nizamabad",4.2,TELANGANA,B.Tech / B.E.,"₹2,55,000",-,
"Godutai Engineering College for Women ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹2,35,000",-,
"Gokul Group of Institutions ,Vizianagaram",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Gokul Institute of Technology and Sciences ,Andhra Pradesh - Other",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,1
"Golaghat Engineering College ,Assam - Other",4.2,ASSAM,B.Tech / B.E.,Get Fee Details,-,28
"Thejus Engineering College ,Thrissur",4.2,KERALA,B.Tech / B.E.,"₹2,03,500",-,
"Harshith Group of Institutions ,Ranga Reddy",4.2,TELANGANA,B.Tech / B.E.,"₹1,34,000",-,34
"Gouthami Inst Of Technology Mgmt For Women,Proddatur ,Andhra Pradesh - Other",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
Dharamsala College,4.2,ASSAM,B.Tech / B.E.,Get Fee Details,-,
"Government College of Architecture & Sculpture ,Tamil Nadu - Other",4.2,TAMIL NADU,B.Tech / B.E.,"₹15,500",-,
"Government College of Engineering and Technology, Safapora Ganderbal ,Bandipora",4.2,JAMMU & KASHMIR,B.Tech / B.E.,"₹1,05,000",-,
"Government College Of Engineering, Bodinayakkanur ,Theni",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Government College of Engineering, Dharmapuri",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Thamirabharani Engineering College ,Tirunelveli",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"T.S.M. Jain College of Technology ,Villupuram",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Government College of Engineering, Vaishali",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Arwal ,Gaya",4.2,BIHAR,B.Tech / B.E.,"₹4,13,000",-,
"Government Engineering College, Aurangabad ,Gaya",4.2,BIHAR,B.Tech / B.E.,"₹2,72,000",-,
"Government Engineering College, Banka",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Banswara",4.2,RAJASTHAN,B.Tech / B.E.,"₹2,59,000",-,
"Government Engineering College, Barmer",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,
"Vidya Niketan College of Engineering ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,56,000",-,
"Jai Parkash Mukand Lal Innovative Engineering and Technology Institute ,Haryana - Other",4.2,HARYANA,B.Tech / B.E.,"₹2,71,000",-,
"Government Engineering College, Buxar ,Patna",4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,7
"Government Engineering College, Challakere ,Chitradurga",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,
"Government Engineering College, Chamarajanagar",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,
"Government Engineering College, Daman ,Daman & Diu",4.2,DADRA NAGAR HAVELI,B.Tech / B.E.,"₹16,000",-,
"Government Engineering College,Gangavathi ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,
"Government Engineering College, Godhra",4.2,GUJARAT,B.Tech / B.E.,"₹6,000",-,
"Vidya Bhavan College for Engineering Technology ,Kanpur",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Jagans College of Engineering and Technology ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Government Engineering College, Haveri",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,7
"Government Engineering College, Idukki",4.2,KERALA,B.Tech / B.E.,"₹34,500",-,7
"Government Engineering College,Jamui",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,22
"Government Engineering College, Jehanabad ,Gaya",4.2,BIHAR,B.Tech / B.E.,"₹10,500",-,
"Government Engineering College, Kaimur ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,"₹4,13,000",-,
"Government Engineering College, Karauli",4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,22
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,06,000",-,
"Jainee College of Engineering and Technology ,Dindigul",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Government Engineering College, Koppal",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,
"Government Engineering College, Lakhisarai ,Purnia",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Madhubani",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Mandya",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,
"Government Engineering College, Munger",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Nawada",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Vidya Vihar Institute of Technology ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,"₹3,60,000",-,
"Jain College of Engineering - JCE ,Belgaum",4.2,KARNATAKA,B.Tech / B.E.,"₹3,55,500",-,
"Government Engineering College, Samastipur ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,"₹4,13,000",-,
"Government Engineering College, Sheikhpura ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,"₹4,13,000",-,
"Government Engineering College, Sheohar ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Siwan",4.2,BIHAR,B.Tech / B.E.,"₹4,13,000",-,
"Government Engineering College, West Champaran ,Bihar - Other",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
"Government Engineering College, Yavatmal",4.2,MAHARASHTRA,B.Tech / B.E.,"₹96,000",-,22
"Vidya Niketan College of Engineering ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,56,000",-,
"Veer Madho Singh Bhandari Uttarakhand Technical University ,Dehradun",4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,-,
"Government Sri Krishnarajendra Silver Jubilee Technological Institute ,Bangalore",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,15
"Govind Ballabh Pant Institute of Engineering and Technology ,Uttarakhand - Other",4.2,UTTARAKHAND,B.Tech / B.E.,"₹1,68,500",-,
"Govindrao Wanjari College of Engineering and Technology, Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,40,000",-,
"Gramin College of Engineering ,Nanded",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,48,000",-,
"Greater Kolkata College of Engineering and Management ,Baruipur",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,74,000",-,8
"GSSS Institute of Engineering and Technology for Women ,Mysore",4.2,KARNATAKA,B.Tech / B.E.,"₹3,88,000",-,4
"Gurivindapalli Devanandam Mary Memorial College of Engineering and Technology For Women ,Krishna",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,20,000",-,
"Military College of Telecommunication Engineering ,Indore",4.2,MADHYA PRADESH,B.Tech / B.E.,Get Fee Details,-,
"GNDEC - Guru Nanak Dev Engineering College ,Bidar",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,20
"Guru Nanak Institute of Engineering and Technology ,Nagpur",4.2,PUNJAB,B.Tech / B.E.,"₹3,01,000",-,
"Guru Nanak Institute of Technology, Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,28,000",-,
"Gurukul Institute of Engineering and Technology ,Kota",4.2,RAJASTHAN,B.Tech / B.E.,"₹2,60,000",-,
"Gvvr Institute Of Technology, Bhimavaram",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,63,000",-,
"Gyan Ganga College of Technology (GGCT) ,Jabalpur",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,40,000",-,
"Gyanmanjari Institute of Technology ,Bhavnagar",4.2,GUJARAT,B.Tech / B.E.,"₹2,80,000",-,8
"MIET - Modern Institute of Engineering & Technology ,West Bengal - Other",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,47,500",-,
"Harshith Group of Institutions ,Ranga Reddy",4.2,TELANGANA,B.Tech / B.E.,"₹1,34,000",-,34
"Heera Lal Yadav Institute of Technology and Management ,Lucknow",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Hemnalini Memorial College of Engineering ,Kalyani",4.2,WEST BENGAL,B.Tech / B.E.,"₹2,25,500",-,54
"Heritage Institute of Technology ,E M Bypass, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,93,000",-,
"Hindustan College of Science and Technology - HCST ,Mathura",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,52,000",-,
"HMFA Memorial Institute of Engineering and Technology ,Allahabad",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Holy Grace Academy of Engineering, Thrissur",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,
"NRI Institute of Technology (NRIH) ,Kukatpally, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,42,500",-,10
"HPTU - Himachal Pradesh Technical University ,Hamirpur",4.2,HIMACHAL PRADESH,B.Tech / B.E.,Get Fee Details,-,
"I.K. Gujral Punjab Technical University - PIT BATALA ,Punjab - Other",4.2,PUNJAB,B.Tech / B.E.,"₹2,63,500",-,
"Ideal Institute of Technology, Wada ,Thane",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,04,000",-,
"IES College of Engineering ,Thrissur",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,
"IES College of Technology ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,32,500",-,
"IES University ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"IIE - Ideal Institute of Engineering ,Kalyani",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,03,500",-,
"NRI Group of Institutions ,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"IMPS College of Engineering & Technology - IMPSCET ,Malda",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,29,000",-,
"IMU - IMU Kolkata Indian Maritime University ,Taratala",4.2,WEST BENGAL,B.Tech / B.E.,"₹10,00,000",-,
"IMU - IMU Vizag Indian Maritime University ,Visakhapatnam",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹7,87,500",-,
"Indala College of Engineering ,Thane",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"Indian Institute Of Handloom Technology ,Salem",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Indira Institute of Engineering and Technology ,Thiruvarur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,00,000",-,
"Indira Institute Of Technology And Sciences ,Prakasam",4.2,KARNATAKA,B.Tech / B.E.,"₹1,40,000",-,3
"Nova's Institute Of Technology ,Eluru",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
"Info Institute of Engineering - IIE ,Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Institute of Computer Technology, Ganpat University ,Mehsana",4.2,GUJARAT,B.Tech / B.E.,"₹4,64,000",-,
"Institute of Engineering and Management Studies ,Bhubaneswar",4.2,ODISHA,B.Tech / B.E.,Get Fee Details,-,
"Institute of Professional Education and Research, Bhubaneswar",4.2,ODISHA,B.Tech / B.E.,"₹1,00,000",-,
"Institute of Science and Technology ,Midnapore",4.2,WEST BENGAL,B.Tech / B.E.,"₹1,83,000",-,
"Institute of Technical Education and Research ,Bhubaneswar",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹5,20,500",-,
"International Institute of Information Technology (I2IT), Pune ,Hinjewadi",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,90,000",-,
"Neil Gogte Institute of Technology ,Uppal, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹2,80,000",-,
"International Institute of Technology & Business ,Sonepat",4.2,HARYANA,B.Tech / B.E.,"₹2,62,000",-,7
"J K Institute of Engineering ,BilasPur",4.2,CHATTISGARH,B.Tech / B.E.,"₹2,60,000",-,
"J.K.K. Nattraja College of Engineering and Technology ,Namakkal",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Jagadambha College Of Engineering and Technology ,Yavatmal",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,60,000",-,
"Jagans College of Engineering and Technology ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
